,A060101_sj,A060102_sj,A060103_sj,A060104_sj,A060105_sj,A060106_sj,A060107_sj,A060108_sj,A060109_sj,A06010A_sj,A06010B_sj,A06010C_sj,A06010D_sj,A06010E_sj,A06010F_sj,A06010G_sj,A06010H_sj,A06010I_sj,A06010J_sj,A06010K_sj,A06010L_sj,A06010M_sj,A06010N_sj,A06010O_sj,A06010P_sj,A06010Q_sj,A06010R_sj,A06010S_sj,A06010T_sj,A06010U_sj,A06010V_sj,A06010W_sj
201602,9051.7908,3.0,0.0,0.0,6027.5237,1.8,2096.123,-0.2,1112.5559,-4.5,397.4575,-1.8,658.0526,16.1,1356.4526,2.7,1009.7619,3.4,6259.7933,0.2,834.0346,15.7,129.1099,16.6,1828.853,7.0,1270.1117,11.7,485887.9429,8.4,6202.3561,18.1
201601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201512,95978.8458,1.0,0.0,0.0,64595.2421,0.4,24646.1229,21.2,11030.2322,14.4,3481.3652,-9.5,6209.742,10.1,14607.4875,1.8,10566.3742,-1.2,63173.2775,0.1,8022.2946,7.7,1211.5201,-7.3,23571.7536,1.7,17675.4358,1.2,536853.7518,8.9,40937.8073,-0.8
201511,87702.3804,1.3,0.0,0.0,59069.179,0.7,22593.2645,21.6,10138.5279,15.3,3167.2436,-9.8,5651.5754,10.3,13354.4706,1.9,9627.1554,-0.8,57634.9812,0.3,7288.0258,7.6,1103.8521,-6.4,21675.5213,2.4,16470.7399,2.5,531759.5549,9.2,29956.0236,1.9
201510,78800.7363,2.0,0.0,0.0,53149.698,1.3,20469.0652,22.4,9144.7373,15.3,2878.6713,-7.1,5000.1375,10.7,12009.5802,2.8,8641.3206,1.0,51868.4674,0.4,6494.3667,7.4,982.1281,-7.2,19455.7741,5.5,14767.4483,6.4,521541.1143,9.6,25799.3092,1.7
201509,70535.0705,2.6,0.0,0.0,47505.1652,1.7,18392.0373,24.0,8180.3139,14.7,2566.3987,-8.4,4453.1056,11.1,10752.4847,4.0,7824.315,1.9,46462.7112,1.0,5770.8082,7.4,877.8744,-7.0,17423.6767,6.0,13236.6782,7.0,513885.7971,10.6,21878.5965,-4.3
201508,61062.5425,3.5,0.0,0.0,41097.9425,2.3,15967.8361,25.0,7144.3823,14.8,2212.4986,-9.8,3864.666,14.2,9290.592,5.4,6809.342,2.9,40248.8118,1.6,4950.9558,7.3,759.7811,-5.5,15102.9938,8.4,11501.6543,10.0,505090.8019,11.2,18164.9698,-10.6
201507,52562.2224,4.3,0.0,0.0,35380.1798,3.0,13782.082,26.3,6232.6816,16.3,1949.67,-6.7,3264.0876,13.5,8020.6729,7.6,5897.2821,3.7,34669.8238,1.8,4236.1893,7.1,652.9938,-5.1,13003.2155,11.2,9845.5352,14.0,495957.2715,12.2,16259.8047,-8.4
201506,43954.9507,4.6,0.0,0.0,29505.6702,2.8,11532.7272,26.6,5261.0049,17.1,1667.4902,-4.2,2738.6179,14.4,6705.3113,8.6,5005.3513,5.1,29153.2267,2.2,3538.2827,6.8,554.6886,-4.7,10708.7527,11.7,8008.072,15.1,485284.7621,12.9,14325.125,-8.8
201505,32291.8358,5.1,0.0,0.0,21644.5542,2.9,8457.3718,28.5,3927.4995,15.2,1268.6192,-3.0,1999.3678,12.8,4954.9811,11.9,3692.9327,5.6,21585.8818,2.2,2596.8191,7.6,413.7462,-2.3,7695.3887,13.6,5681.6216,18.4,472361.5498,13.4,11640.785,-6.6
201504,23669.0414,6.0,0.0,0.0,15870.1354,3.7,6173.1548,29.2,2913.6061,12.5,937.4278,-6.8,1487.6258,13.6,3638.4174,13.9,2672.8628,6.1,15925.1675,3.2,1924.5813,8.2,310.7806,-2.7,5508.512,15.1,3964.5347,22.4,461728.9244,13.7,9487.845,-0.9
201503,16650.6352,8.5,0.0,0.0,11156.219,5.9,4229.6451,28.7,2086.1831,14.2,695.5484,-5.7,1087.9284,20.6,2531.5824,17.2,1874.9054,7.4,11323.7743,5.4,1361.5364,11.9,209.6294,-6.6,3755.6951,19.0,2640.6559,28.7,454033.4283,14.3,7886.7707,2.0
201502,8786.3579,10.4,0.0,0.0,5921.9386,9.1,2100.0988,25.6,1164.8504,14.0,404.5496,-0.8,566.8982,14.9,1321.1984,18.2,976.3227,6.3,6244.5072,8.8,721.1663,16.2,110.7518,-9.3,1709.9326,16.2,1136.8954,33.3,448430.1927,14.2,5253.0512,7.7
201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201412,95035.6144,10.5,0.0,-100.0,64352.1513,9.2,20334.9064,4.6,9643.1246,-7.8,3844.718,5.7,5641.189,21.3,14346.2517,20.1,10696.0224,2.2,63115.1638,9.3,7445.9503,21.0,1306.9081,4.6,23167.5922,11.1,17458.5288,29.3,493066.495,14.4,41251.0312,10.3
201411,86601.3622,11.9,0.0,-100.0,58675.5369,10.5,18585.7988,6.1,8791.5662,-7.0,3509.8872,6.7,5124.1953,24.6,13099.5204,22.0,9702.1096,2.7,57489.0979,10.1,6772.394,21.8,1179.2772,4.7,21160.5931,14.4,16076.3831,34.4,486760.05,15.6,29408.1911,14.1
201410,77220.2749,12.4,0.0,-100.0,52464.2126,11.1,16719.36,7.1,7933.6834,-7.0,3098.7559,5.6,4516.567,23.8,11686.882,23.4,8552.6133,2.4,51670.4353,11.2,6048.8979,22.3,1058.5716,5.5,18442.3701,13.4,13879.0688,32.0,475783.6066,18.4,25364.2457,13.8
201409,68751.214,12.5,0.0,-100.0,46724.736,11.3,14829.4091,7.0,7131.8246,-6.6,2801.9732,7.4,4007.7708,22.8,10341.5383,22.8,7677.1689,3.0,46005.8642,11.8,5370.7204,22.9,944.1162,5.7,16430.5132,11.8,12371.0295,30.5,464686.6851,17.1,22860.5402,14.0
201408,58974.5072,13.2,0.0,-100.0,40159.3218,12.4,12778.3952,8.2,6224.1401,-4.7,2452.6829,9.8,3383.7389,18.7,8812.6469,22.9,6618.7996,4.0,39628.4786,12.8,4612.4567,23.1,803.7935,5.2,13929.7784,11.6,10455.7787,30.9,454225.2342,17.2,20317.6069,14.6
201407,50381.2456,13.7,0.0,-100.0,34365.4669,13.3,10913.9529,8.8,5356.8468,-5.0,2090.4182,9.6,2876.2117,19.3,7453.2495,22.3,5686.3175,3.8,34047.4281,14.1,3954.1773,23.8,688.0152,4.3,11691.625,10.2,8633.9476,28.9,442123.7882,16.4,17756.8506,12.0
201406,42018.6179,14.1,0.0,0.0,28689.2112,13.7,9108.1088,9.7,4492.761,-6.2,1740.517,8.6,2394.3486,19.0,6171.8526,23.2,4763.2055,4.0,28539.4391,15.3,3311.4633,23.6,581.9172,7.4,9585.7983,8.4,6955.7244,26.0,429979.11,15.6,15700.416,15.6
201405,30738.5794,14.7,0.0,0.0,21043.0337,14.6,6581.4294,12.0,3408.8156,-5.1,1307.1844,5.1,1772.5939,16.2,4427.3361,23.6,3495.6157,5.1,21125.5181,16.5,2412.9728,20.5,423.5854,5.9,6776.5031,8.1,4797.0929,24.8,416572.4026,16.4,12463.7421,11.8
201404,22321.5559,16.4,0.0,0.0,15298.7619,16.6,4776.4251,14.6,2589.7201,-1.9,1006.2602,5.5,1309.41,18.9,3194.065,25.4,2519.319,4.5,15435.8984,18.1,1778.3429,20.6,319.4205,11.9,4787.8941,10.1,3238.479,27.0,406157.2148,16.9,9570.3626,3.7
201403,15339.2433,16.8,0.0,0.0,10530.49,16.8,3286.7501,16.0,1826.3504,-3.1,737.787,7.8,902.3144,20.8,2160.0547,25.5,1746.3842,5.7,10742.7289,18.7,1217.1835,18.6,224.4433,15.5,3154.8876,10.3,2051.9455,28.5,397152.5482,17.0,7734.1489,-0.1
201402,7955.9833,19.3,0.0,-100.0,5426.2946,18.4,1671.8452,17.5,1021.5788,-0.4,407.9709,-2.3,493.5283,27.1,1117.3553,26.4,918.8051,12.8,5741.8013,19.6,620.3619,17.7,122.1679,25.7,1471.6522,18.3,853.1013,35.8,392647.8184,14.7,4876.9451,-15.6
201401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201312,86013.3826,19.8,1115.9702,-0.3,58950.7627,19.4,19446.2774,15.8,10456.2234,6.6,3637.9004,5.5,4652.447,38.2,11944.8308,28.3,10465.3421,7.3,57764.2302,22.7,6155.0171,23.9,1250.0312,22.6,20844.1041,11.2,13501.7292,11.6,430922.1521,20.1,45977.1685,37.1
201311,77412.1641,19.5,994.894,5.9,53112.4936,19.1,17522.1041,15.9,9455.7013,7.7,3289.0934,5.9,4112.6586,36.0,10739.0483,27.6,9447.9636,8.3,52227.947,23.5,5558.7122,24.6,1126.4354,23.9,18499.0695,8.1,11963.568,6.8,421196.3416,19.9,34342.1468,47.4
201310,68693.182,19.2,874.7294,6.6,47222.4792,18.9,15611.4354,16.5,8534.9438,8.5,2933.1069,5.5,3649.4095,36.9,9467.7856,26.9,8353.5077,7.1,46472.7969,23.6,4947.4329,25.5,1003.6403,25.5,16269.3119,6.4,10516.3576,5.2,401801.0674,17.8,22292.2877,10.2
201309,61119.5474,19.7,779.9393,9.6,41979.1846,19.5,13857.2205,17.4,7639.8601,9.9,2609.8037,5.1,3262.4598,37.6,8424.6975,27.9,7453.2055,7.1,41159.3055,24.1,4370.8847,26.5,893.2782,25.8,14696.079,7.1,9477.9648,5.3,396815.1462,18.7,20045.3356,13.6
201308,52119.7659,19.3,669.3632,8.2,35738.4575,19.2,11804.8199,18.3,6530.68,8.7,2234.3675,2.8,2850.8263,40.0,7168.4785,26.5,6362.0036,6.1,35130.6618,24.3,3746.7352,26.5,764.0103,21.6,12478.3586,5.5,7986.0682,2.7,387580.4888,18.5,17734.9757,13.5
201307,44301.575,20.5,570.1067,14.7,30318.1029,20.2,10027.0243,19.6,5636.9548,10.1,1908.1639,2.1,2411.8063,40.2,6093.7724,29.5,5477.8934,7.0,29835.7117,25.9,3193.1265,27.4,659.7685,27.2,10612.9683,5.6,6697.1563,2.0,379987.3219,20.5,15856.1254,16.8
201306,36827.9353,20.3,478.549,18.2,25227.1361,20.8,8301.7081,20.3,4789.1089,13.8,1602.9253,2.5,2011.3075,42.8,5010.3649,26.1,4579.1268,5.3,24759.872,26.3,2680.1683,27.7,541.9847,20.9,8845.9103,4.6,5520.7269,0.9,371990.9374,19.6,13585.6836,17.2
201305,26797.9733,20.6,364.9974,21.2,18363.3177,21.6,5877.182,18.9,3593.8682,14.9,1244.1053,8.5,1526.0951,41.0,3582.133,24.1,3326.4275,5.7,18128.0486,26.8,2002.5405,28.6,399.9402,21.5,6267.444,4.0,3844.5146,0.9,358009.088,18.3,11145.3222,16.2
201304,19180.1411,21.1,273.0356,18.3,13120.6514,21.3,4169.5727,19.1,2638.5942,14.1,953.6923,13.6,1101.5933,48.6,2546.9081,22.7,2410.9883,9.6,13070.2909,27.0,1474.8745,31.5,285.34,20.3,4349.6357,4.0,2550.3787,-1.4,347495.294,19.4,9231.2029,14.6
201303,13132.5735,20.2,195.6078,14.1,9012.6228,21.1,2833.0445,19.4,1884.7124,14.3,684.6135,12.9,746.8521,44.1,1720.8662,21.2,1652.2324,6.9,9050.6336,28.8,1026.355,29.9,194.3441,11.9,2861.2408,-2.5,1596.4677,-13.4,339384.6204,19.8,7744.7673,16.4
201302,6669.7035,22.8,107.9182,8.4,4583.0883,23.4,1422.4954,24.7,1026.018,15.4,417.3837,16.4,388.3203,53.3,883.8214,22.4,814.4735,9.7,4801.6304,32.9,526.8662,33.8,97.1606,28.5,1244.0463,-7.8,628.2557,-25.6,342436.9648,24.4,5778.3687,36.7
201301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201212,71803.7869,16.2,1119.4442,-3.3,49374.2137,11.4,16789.4948,21.9,9806.3612,4.6,3448.3745,0.7,3366.6129,31.6,9312.0012,25.4,9750.9591,30.1,47067.2142,14.7,4969.0459,47.4,1019.3941,24.9,18748.1327,13.1,12100.1507,5.0,358823.2734,23.7,33541.4178,15.5
201211,64772.4006,16.7,939.4608,2.6,44606.4686,11.9,15114.15,24.0,8782.0356,8.5,3104.926,-0.2,3024.2371,32.7,8416.6044,27.3,8725.0905,29.6,42287.8441,14.6,4462.9478,53.6,908.982,28.3,17112.6267,14.2,11203.3016,6.9,351185.7036,23.1,23304.1556,25.1
201210,57628.7504,15.4,820.4473,-4.5,39704.1169,10.8,13396.179,21.9,7865.0366,9.3,2779.8328,0.5,2665.9659,31.4,7458.0221,25.8,7800.6455,27.2,37590.2266,13.5,3942.0501,52.9,799.7643,25.7,15296.7094,12.5,9994.3582,6.1,341183.2973,22.8,20222.6413,27.2
201209,51045.9254,15.4,711.5674,-3.9,35126.1655,10.5,11805.2884,21.9,6951.3356,8.0,2483.2123,1.2,2371.4726,36.1,6589.1519,25.3,6959.1354,28.0,33165.4303,13.6,3454.9286,52.0,710.0943,26.1,13715.4722,12.4,9000.3419,6.6,334215.1044,22.4,17644.2159,25.3
201208,43687.8797,15.6,618.3665,-2.8,29989.6098,10.6,9976.8917,21.6,6010.3012,8.9,2173.1475,2.9,2035.8418,35.0,5667.137,25.7,5995.2911,29.0,28269.3959,13.5,2961.3987,48.4,628.272,39.5,11828.8131,13.5,7776.4043,7.5,327135.3585,23.6,15625.9901,25.9
201207,36774.4761,15.4,497.1712,-9.4,25226.4497,10.7,8382.5205,22.5,5117.6367,10.5,1868.1734,4.1,1720.7004,33.8,4706.9511,23.6,5120.3749,28.3,23702.1647,12.9,2506.6009,49.0,518.6505,33.2,10047.06,14.1,6565.0957,8.6,315341.7889,22.6,13571.0698,26.7
201206,30609.8286,16.6,404.8648,-14.9,20878.5739,12.0,6903.618,24.3,4209.0062,10.8,1563.5107,4.6,1408.7473,31.9,3974.6042,26.3,4347.9032,28.1,19608.0378,14.1,2098.2417,51.7,448.2274,33.7,8455.3217,15.1,5474.1277,9.1,310930.7389,24.5,11592.2786,28.4
201205,22212.9252,18.5,301.0507,-5.1,15097.6541,13.6,4945.0265,26.1,3127.1407,12.1,1146.4835,1.9,1082.3717,44.7,2886.6731,31.6,3146.2263,25.6,14300.4885,16.8,1557.6823,51.0,329.0709,60.1,6025.6835,14.7,3809.088,6.7,302649.8845,27.2,9589.4035,33.2
201204,15835.1867,18.7,230.7371,-1.8,10818.2739,13.9,3501.5937,26.7,2312.9178,13.4,839.2893,1.3,741.237,37.1,2075.2853,34.2,2200.3905,25.3,10295.4009,18.0,1121.4421,47.6,237.2564,66.8,4181.0873,12.6,2586.6977,3.7,290952.7857,27.9,8058.0795,39.8
201203,10927.1652,23.5,171.4067,11.1,7443.0749,19.0,2372.7268,31.6,1648.7565,19.0,606.1661,-0.4,518.2586,43.4,1420.0949,34.2,1545.7368,31.7,7027.598,20.2,790.1318,50.9,173.6566,94.8,2935.7788,22.9,1844.4487,18.6,283344.6646,29.4,6654.4082,53.5
201202,5431.4591,27.8,99.5297,26.2,3713.4323,23.2,1140.7109,26.7,889.1109,26.7,358.5348,12.6,253.2624,31.0,722.0565,42.5,742.7079,38.4,3613.2902,21.9,393.8495,40.8,75.6158,81.3,1348.7036,39.9,844.0223,20.4,275336.3959,33.5,4226.8369,66.3
201201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201112,61739.78,27.9,1090.0596,-4.3,44308.4328,30.2,13637.335,28.0,9062.0365,35.0,3408.1716,20.4,2543.5328,40.7,7370.2134,30.5,7517.6052,10.9,41153.1203,34.7,3341.2381,32.7,818.889,46.7,16426.5368,12.2,11412.8201,14.1,290339.2029,29.7,28081.6613,25.5
201111,55483.034,29.9,915.2434,0.2,39856.6389,32.8,12184.2664,31.5,8094.2905,39.2,3111.4532,24.2,2278.3788,41.0,6613.5703,35.0,6734.446,9.3,36885.3482,36.7,2905.2509,33.6,708.6068,50.9,14983.8281,14.7,10477.7228,17.3,285338.1757,31.7,18635.785,32.0
201110,49922.8248,31.1,858.7287,9.5,35832.1168,34.3,10992.4132,33.6,7194.8906,38.4,2766.4604,26.6,2029.293,40.2,5927.2625,35.5,6134.1525,10.2,33105.8381,37.9,2578.4947,33.8,636.0001,54.8,13602.4919,16.0,9423.3165,17.7,277948.5704,31.7,15899.1673,29.8
201109,44224.8376,32.0,740.5354,10.4,31787.769,35.2,9682.4484,33.4,6438.1169,42.4,2454.6137,25.9,1741.9476,34.0,5259.3665,36.1,5435.7545,12.5,29183.6888,38.3,2272.3376,33.6,563.1066,54.6,12205.7046,18.0,8442.3657,18.7,272952.5026,33.8,14078.3987,31.6
201108,37780.8359,33.2,636.0999,9.2,27117.9761,36.4,8206.2573,34.1,5521.4447,44.3,2112.0429,26.7,1507.625,33.0,4508.6063,37.0,4646.6285,14.6,24912.7329,39.3,1995.5957,37.6,450.3647,43.2,10422.1426,19.7,7232.5333,20.2,264631.9861,34.9,12414.8199,31.2
201107,31873.0297,33.6,548.6213,11.8,22789.3754,36.4,6840.4933,32.8,4631.4671,44.6,1794.7257,28.5,1285.9844,30.9,3806.8899,37.0,3990.78,17.6,20997.7105,39.7,1682.4032,37.4,389.2395,43.4,8803.6765,19.9,6044.5874,19.6,257255.9578,35.5,10707.5354,26.7
201106,26250.4486,32.9,475.5117,18.3,18640.667,36.1,5555.4373,31.1,3800.2658,44.5,1495.4141,34.1,1067.9192,26.2,3147.4889,38.6,3394.3735,15.5,17187.1429,39.0,1383.447,37.0,335.2148,50.0,7344.6439,19.5,5015.7246,18.8,249841.4493,35.8,9027.1628,23.5
201105,18737.2269,34.6,317.1459,4.3,13290.4084,37.8,3920.0551,31.7,2790.2959,46.6,1125.5392,32.4,748.1404,26.5,2193.133,36.0,2505.5451,21.0,12245.6664,39.5,1031.4929,40.1,205.5657,26.8,5254.5019,23.9,3571.3491,21.8,237915.0913,37.5,7201.3742,25.4
201104,13340.1553,34.3,235.0745,6.0,9497.3126,38.6,2764.6319,32.2,2039.7594,47.2,828.8918,32.9,540.6157,21.0,1546.6373,34.7,1755.5897,18.4,8723.7309,37.2,759.8276,38.7,142.244,17.7,3714.3528,28.0,2493.799,30.4,227489.4007,37.6,5764.954,26.0
201103,8846.356,34.1,154.2925,-4.3,6253.1267,37.4,1802.4174,25.4,1386.0038,49.4,608.8362,36.2,361.4171,19.1,1058.205,40.2,1173.6072,19.2,5845.3875,37.2,523.5676,39.0,89.1267,7.2,2388.2742,27.4,1555.4471,29.3,218960.4646,39.5,4335.8337,22.7
201102,4250.3744,35.2,78.8817,-7.2,3013.6961,34.9,900.6298,33.2,701.5889,44.1,318.3556,32.7,193.3116,29.6,506.6308,36.7,536.7359,37.4,2964.7643,37.7,279.6237,40.7,41.7114,10.7,964.275,27.9,529.5949,16.7,206283.0237,42.7,2542.4108,16.8
201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201012,48267.0716,33.2,1112.5644,7.3,34038.141,32.9,10665.2881,27.4,6697.5181,29.6,2827.3883,36.4,1806.5465,31.2,5598.8444,33.9,6823.5397,34.6,30566.4684,28.3,2518.8154,25.3,554.0458,22.0,14627.742,47.0,9992.1149,65.9,224030.3839,33.9,21654.894,16.2
201011,42697.3327,36.5,913.3793,5.8,30021.6278,34.2,9268.3001,27.6,5816.1544,30.7,2505.4733,45.2,1616.395,34.1,4898.0183,34.3,6161.2916,52.1,26984.4437,28.3,2174.62,27.2,469.5647,24.4,13068.7043,60.3,8930.6867,77.9,216650.3946,37.4,14119.2295,21.3
201010,38069.5185,36.5,784.2211,0.6,26682.9241,33.8,8229.3659,27.0,5198.2925,31.2,2185.5932,44.5,1446.9271,33.4,4375.255,33.9,5564.4123,55.2,24000.8615,27.6,1927.0631,27.4,410.7983,22.7,11730.7956,62.1,8006.3993,79.2,210977.4377,39.2,12246.6124,21.9
201009,33511.2506,36.4,670.94,-2.3,23512.0526,33.8,7256.84,27.3,4521.9,30.5,1949.25,45.9,1300.3215,36.0,3865.339,33.3,4833.5375,54.6,21106.5,27.0,1701.1,28.3,364.2144,24.1,10339.4418,63.6,7110.72,83.7,204033.16,38.8,10701.002,19.6
201008,28355.0452,36.7,582.47,0.2,19876.18,33.9,6118.66,27.1,3825.43,31.3,1666.64,46.4,1133.5,40.8,3291.41,34.3,4054.04,53.6,17886.73,27.3,1449.8,28.5,314.45,28.4,8704.07,63.6,6017.01,84.3,196230.45,38.2,9463.69,20.0
201007,23864.7727,37.2,490.69,-0.6,16708.8013,34.5,5149.82,27.9,3202.41,31.4,1396.24,45.4,982.6166,48.4,2778.8054,35.3,3394.5494,50.9,15025.86,27.1,1224.82,31.6,271.4192,31.6,7342.6742,65.5,5054.31,88.2,189882.02,37.8,8453.7073,22.4
201006,19747.1182,38.1,401.97,-3.0,13692.29,34.4,4237.67,29.2,2630.84,33.5,1115.25,41.0,845.91,59.7,2271.21,34.5,2937.71,55.5,12365.72,27.9,1009.92,34.5,223.45,35.0,6148.03,65.7,4220.72,84.0,183999.85,37.9,7309.75,30.8
201005,13917.4147,38.2,304.2,2.4,9643.18,35.7,2975.62,33.0,1903.07,34.3,850.09,46.1,591.48,53.0,1612.02,35.0,2070.73,49.8,8777.55,28.8,736.08,38.5,162.15,42.8,4241.64,62.8,2931.45,89.7,173021.56,38.8,5742.69,31.1
201004,9932.0518,36.2,221.79,0.0,6854.4829,34.0,2091.82,32.1,1385.72,33.2,623.77,40.8,446.8767,54.2,1148.1242,32.1,1482.568,45.8,6360.71,29.7,547.65,41.6,120.8452,43.1,2902.8493,51.6,1911.76,66.0,165280.26,39.5,4576.8706,30.5
201003,6594.4476,35.1,161.16,3.2,4551.831,33.0,1437.73,40.7,927.49,32.5,447.1,42.4,303.3705,43.6,754.7102,30.6,984.5359,47.1,4259.88,29.6,376.54,45.6,83.1368,33.1,1874.8825,47.4,1203.05,56.5,156926.95,41.9,3533.5649,29.5
201002,3143.6435,31.1,85.01,-1.1,2233.4163,32.8,676.36,40.1,486.81,33.3,239.96,41.2,149.1642,32.2,370.5579,30.4,390.5051,22.5,2153.07,28.7,198.75,48.6,37.6889,26.9,754.1334,34.4,453.93,36.3,144565.08,37.6,2177.1974,26.4
201001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200912,36231.7115,16.1,1030.97,-13.9,25618.7415,14.2,8351.01,24.1,5162.42,20.0,2072.18,2.0,1378.0364,18.1,4171.5819,24.4,5063.3517,19.4,23821.02,18.3,2005.1,34.0,450.477,-0.8,9955.1127,9.3,6039.26,0.7,167447.88,19.6,18031.3013,16.5
200911,31270.9248,17.8,863.49,5.2,22368.99,15.7,7265.74,32.9,4450.2,33.6,1725.93,0.3,1204.98,30.5,3646.66,35.3,4050.29,12.7,21031.96,20.6,1709.56,48.3,377.38,7.4,8152.03,7.3,5020.22,-1.7,157720.29,23.5,11638.69,33.1
200910,27886.58,16.6,779.19,6.3,19948.53,14.1,6479.13,31.5,3962.21,36.7,1512.16,-1.3,1084.63,33.1,3268.63,35.2,3584.78,12.0,18803.26,19.5,1512.74,48.6,334.83,6.0,7235.75,5.7,4467.92,-2.4,151560.15,22.0,10043.22,31.5
200909,24560.0,15.4,686.93,5.6,17578.45,13.3,5700.88,31.9,3464.39,37.9,1336.41,-0.5,955.87,33.3,2900.19,34.5,3125.49,7.9,16621.19,18.9,1325.39,48.6,293.43,6.2,6319.98,3.2,3871.5,-5.9,147047.05,21.2,8948.96,35.2
200908,20740.94,12.5,581.14,2.0,14844.68,10.9,4812.89,30.4,2913.3,31.1,1138.36,-2.7,805.06,28.9,2451.38,31.8,2639.81,3.1,14047.61,16.5,1128.61,46.2,244.82,3.7,5319.9,-0.9,3264.07,-10.3,141975.26,20.2,7883.41,36.6
200907,17392.3,9.5,493.48,0.1,12426.22,8.2,4026.84,29.6,2436.65,28.5,960.43,-4.7,662.09,24.0,2054.18,28.2,2249.81,-0.5,11819.1,15.1,930.42,43.5,206.25,4.3,4436.53,-6.9,2684.94,-17.4,137834.81,19.7,6906.71,36.0
200906,14295.41,8.3,414.28,-0.1,10187.86,7.3,3280.0,30.7,1970.49,28.6,790.74,-5.3,529.72,20.4,1689.12,27.4,1888.71,-2.3,9668.78,14.5,750.71,39.2,165.48,0.7,3710.45,-8.3,2293.61,-17.6,133390.58,19.0,5590.47,34.2
200905,10067.22,5.8,297.0,-4.6,7104.59,4.4,2236.58,30.6,1417.19,25.7,581.76,-9.1,386.68,16.6,1193.86,24.0,1382.09,-2.6,6816.05,12.4,531.45,35.3,113.56,-2.6,2606.16,-11.5,1545.11,-22.5,124659.51,19.1,4379.25,36.6
200904,7289.9807,4.9,221.73,-3.9,5114.09,3.4,1583.47,33.9,1040.53,29.4,442.89,-7.7,289.88,20.9,869.23,23.2,1016.79,-4.3,4903.36,12.3,386.85,34.9,84.47,-0.6,1915.3,-13.5,1151.34,-23.4,118469.04,19.8,3505.91,35.1
200903,4880.2946,4.1,156.1,-3.4,3421.7415,3.2,1021.94,34.7,699.78,32.3,313.99,-5.8,211.2172,27.9,577.8763,19.0,669.4596,-7.1,3287.25,12.2,258.67,28.8,62.4608,6.1,1271.9141,-15.1,768.75,-23.5,110591.07,21.6,2728.635,36.9
200902,2398.15,1.0,85.97,2.0,1682.35,0.8,482.67,27.2,364.82,0.0,169.91,-6.6,112.83,17.9,284.26,13.4,318.7,-11.0,1673.48,10.6,133.76,32.1,29.7,3.7,561.2,-23.2,333.01,-31.2,94375.53,22.9,1722.5,44.5
200901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200812,30579.8184,20.9,1061.09,8.7,22081.2643,22.6,6415.57,50.7,3723.32,0.0,1976.86,9.4,1111.5753,7.4,3200.2125,14.9,4186.7663,20.9,19947.78,23.7,1392.4,29.6,423.0045,24.2,8816.6285,13.9,5794.79,10.9,135296.51,29.3,14064.5155,11.5
200811,26545.7346,22.7,820.45,12.6,19332.66,25.2,5466.11,62.7,3331.89,0.0,1720.04,7.1,923.15,0.0,2695.44,16.1,3594.49,22.0,17445.64,24.7,1152.86,32.1,351.37,30.7,7595.85,16.9,4910.81,21.1,127704.36,29.9,8747.58,22.0
200810,23917.705,24.6,733.06,12.8,17482.351,27.4,4928.05,67.3,2899.1,0.0,1532.3,6.7,815.178,-1.5,2418.2452,16.7,3201.9308,24.8,15736.16,26.4,1018.06,31.7,315.7896,33.9,6847.6999,19.5,4413.23,23.6,124252.05,25.0,7637.5499,26.3
